,state_id,name,ccn,zipcode,part_of_system,system_name,service_cat,total_charges,medicaid_inpatient_charge,medicaid_outpatient_charge,total_revenue,bad_debt,net_patient_revenue,charity,charity_and_bad_debt,medicaid_charges,medicaid_revenue,total_expenses,beds,medicaid_inpatient,total_inpatient,medicaid_outpatient,total_outpatient,medicaid_pct_inpatient,medicaid_pct_outpatient,year,type,uninsured_cnt,total_uninsured_cnt,dsh_cost_to_charge,total_inpatient_charge,total_outpatient_charge,total_inpatient_charge_newborn,city,system_city,acute_care,report_count,total_supplemental
10,7252,"Jellico Community Hospital, Inc.",440180.0,37762.0,1,COMMUNITY HOSPITAL CORPORATION,General Medical and Surgical,62745190.0,5310750.0,18671768.0,17683365.0,1689009.0,16494111.0,569700.0,2258709.0,23982518.0,6765711.0,21191578.0,54.0,1289.0,3469.0,5871.0,17080.0,0.37157682329201497,0.34373536299765806,2016,non_profit,214.0,214.0,0.32,16284552.0,46306122.0,16439068.0,Jellico,PLANO,yes,5.0,591609.0
11,8214,"Saint Thomas Stones River Hospital, LLC.",440200.0,37190.0,1,Saint Thomas Health,General Medical and Surgical,26075324.0,506874.0,4130570.0,9152748.0,1622436.0,8179348.0,523075.0,2145511.0,4637444.0,364648.0,10634154.0,60.0,223.0,5208.0,0.0,10322.0,0.04281874039938556,0.0,2016,non_profit,1198.0,1198.0,41.77,10783956.0,15291368.0,10783956.0,Woodbury,Nashville,yes,5.0,1304199.0
12,9245,Baptist Memorial Hospital - Huntingdon,440016.0,38344.0,1,Baptist Memorial Healthcare System,General Medical and Surgical,62686625.0,1401778.0,9044705.0,13608101.0,3071239.0,12160408.0,2088948.0,5160187.0,10446483.0,408386.0,18903848.0,70.0,248.0,5254.0,3887.0,16195.0,0.047202131709173964,0.2400123494905835,2016,non_profit,1637.0,1637.0,0.25,22047637.0,40598267.0,22047637.0,Huntingdon,Memphis,yes,5.0,1050258.0
13,9255,Baptist Memorial Hospital - Carroll County,440182.0,38201.0,1,Quorum Health Corporation,General Medical and Surgical,144961339.0,12926870.0,36000514.0,14518762.0,2240593.0,14313333.0,0.0,2240593.0,48927384.0,3577857.0,18054444.0,45.0,805.0,2357.0,8562.0,22699.0,0.3415358506576156,0.37719723335829775,2016,for_profit,,,,31348768.0,99771476.0,32036994.0,McKenzie,Brentwood,yes,4.0,2755803.0
14,10221,Sycamore Shoals Hospital,440018.0,37643.0,1,Mountain States Health Alliance,General Medical and Surgical,271844453.0,12844144.0,36732781.0,44988151.0,8540918.0,43065760.0,2384803.0,10925721.0,49576925.0,5814775.0,41638682.0,121.0,1857.0,17077.0,12844.0,64652.0,0.10874275341102067,0.1986636144280146,2016,non_profit,4024.0,4052.0,0.14,114463618.0,157380835.0,114463618.0,Elizabethton,Johnson City,yes,5.0,1938491.0
15,11204,TriStar Ashland City Medical Center,441311.0,37015.0,1,HOSPITAL CORPORATION OF AMERICA,General Medical and Surgical,66680768.0,112877.0,15989196.0,9835144.0,12138765.0,8427835.0,390769.0,12529534.0,16102073.0,1666798.0,10130680.0,12.0,22.0,1590.0,5382.0,17362.0,0.013836477987421384,0.3099873286487732,2016,for_profit,1988.0,2020.0,0.0,7593967.0,59086801.0,7593967.0,Ashland City,NASHVILLE,yes,5.0,406397.0
16,13202,Claiborne Medical Center,440057.0,37879.0,1,Covenant Health System,General Medical and Surgical,69875847.0,2682338.0,9673265.0,20131824.0,1045332.0,18628537.0,226201.0,1271533.0,12355603.0,2281879.0,27150385.0,85.0,600.0,4930.0,8307.0,39206.0,0.12170385395537525,0.21188083456613785,2016,non_profit,2152.0,2152.0,0.0,21059309.0,48816538.0,21059309.0,Tazewell,Knoxville,yes,5.0,192351.0
17,14204,Cumberland River Hospital,441319.0,38551.0,1,Cookeville Regional Health System,General Medical and Surgical,16233483.0,213438.0,2286728.0,10277757.0,964545.0,9760406.0,207127.0,1171672.0,2500166.0,1196459.0,9647252.0,33.0,13.0,4143.0,0.0,0.0,0.00313782283369539,,2016,non_profit,767.0,767.0,0.0,0.0,0.0,0.0,Celina,Cookeville,yes,5.0,413789.0
18,15222,Tennova Healthcare - Newport Medical Center,440153.0,37821.0,1,"Community Health Systems, Inc.",General Medical and Surgical,192590169.0,8867810.0,42604298.0,38945167.0,7395017.0,37212999.0,398441.0,7793458.0,51472108.0,9481787.0,38437810.0,74.0,1018.0,6167.0,18937.0,53078.0,0.1650721582617156,0.35677681902106334,2016,for_profit,4743.0,4743.0,0.14,53730630.0,138634538.0,53955631.0,Newport,Franklin,yes,5.0,247696.0
19,16214,Unity Medical Center,440007.0,37355.0,0,,General Medical and Surgical,60141171.0,1386979.0,11935890.0,20956682.0,5232976.0,20336893.0,35870.0,5268846.0,13322869.0,3568266.0,22524153.0,49.0,547.0,4734.0,16455.0,64885.0,0.11554710604140261,0.2536025275487401,2016,for_profit,4347.0,4347.0,0.0,11833253.0,48307918.0,11833253.0,Manchester,,yes,5.0,1111910.0
20,16234,Tennova Healthcare - Harton,440144.0,37388.0,0,,General Medical and Surgical,653265743.0,38164608.0,75441796.0,93049719.0,9788239.0,87999005.0,276723.0,10064962.0,113606404.0,11048815.0,84663456.0,130.0,2576.0,18659.0,0.0,71796.0,0.13805670185969238,0.0,2016,for_profit,4004.0,4004.0,0.1,291320638.0,361186405.0,292079338.0,Tullahoma,,yes,5.0,3257422.0
21,18224,"Cumberland Medical Center, Inc.",44009.0,38555.0,1,Covenant Health,General Medical and Surgical,243785243.0,11138133.0,23339029.0,73949759.0,6774847.0,70212912.0,7071827.0,13846674.0,34477162.0,4743542.0,72314596.0,189.0,2267.0,17183.0,15006.0,84291.0,0.13193272420415528,0.1780261237854575,2016,non_profit,10378.0,10378.0,0.26,77068686.0,166053613.0,77731630.0,Crossville,Knoxville,yes,5.0,5837824.0
22,19214,TriStar Southern Hills Medical Center,440197.0,37211.0,1,HCA Hospital Corporation of America,General Medical and Surgical,683900893.0,29222441.0,98048965.0,111545116.0,86102745.0,109618703.0,6707710.0,92810455.0,127271406.0,13211881.0,103463994.0,126.0,2532.0,22749.0,25009.0,93681.0,0.11130159567453514,0.2669591486000363,2016,for_profit,11984.0,12560.0,13.49,274372144.0,409528748.0,274372144.0,Nashville,Nashville,yes,5.0,3841509.0
23,19234,TriStar Skyline Madison Campus,44006.0,37115.0,1,HCA,Psychiatric,146891907.0,56675073.0,2959427.0,28682052.0,5475420.0,27012593.0,150789.0,5626209.0,59634500.0,7964724.0,30752341.0,152.0,12011.0,28348.0,1662.0,6174.0,0.4236983208691971,0.2691933916423712,2016,for_profit,129.0,141.0,0.0,136144971.0,10746934.0,136144971.0,Madison,Nashville,no,1.0,
24,19244,Metropolitan Nashville General Hospital,4400111.0,37208.0,0,,General Medical and Surgical,238500124.0,21555302.0,38567237.0,106581645.0,33400255.0,40735730.0,43958508.0,77358763.0,60122539.0,9270568.0,92102471.0,150.0,4136.0,16288.0,23007.0,96072.0,0.2539292730844794,0.2394766425181114,2016,public,,,,112554945.0,130389869.0,113766160.0,Nashville,,yes,5.0,20459542.4399999
25,19254,Saint Thomas Midtown Hospital,440133.0,37236.0,1,Saint Thomas Health,General Medical and Surgical,1606439361.0,108357083.0,61626350.0,454798915.0,14790680.0,433340789.0,61698347.0,76489027.0,169983433.0,28246874.0,396918392.0,683.0,16004.0,106904.0,19686.0,119835.0,0.14970440769288335,0.16427587933408436,2016,non_profit,11604.0,13316.0,22.0,1006510764.0,579686459.0,1026752901.0,Nashville,Nashville,yes,5.0,4973231.0
26,19274,Saint Thomas West Hospital,440082.0,37205.0,1,Saint Thomas Health,General Medical and Surgical,1765182574.0,65323731.0,34644483.0,428071793.0,16743674.0,401436941.0,50067817.0,66811491.0,99968214.0,14753936.0,385187954.0,541.0,6624.0,97461.0,5984.0,88240.0,0.06796564779758058,0.06781504986400726,2016,non_profit,6017.0,6109.0,19.0,1127056102.0,638126474.0,1127056102.0,Nashville,Nashville,yes,5.0,0.0
27,19284,Vanderbilt University Medical Center,440039.0,37232.0,1,Vanderbilt Health System,General Medical and Surgical,7292598856.0,921597202.0,472907328.0,2352446420.0,42496366.0,1995989828.0,256631436.0,299127802.0,1394504530.0,256477170.0,2052451114.0,1025.0,82129.0,309173.0,281631.0,2114341.0,0.2656409194852073,0.13320036834171972,2016,non_profit,20848.0,21775.0,224752.0,3963306146.0,3300396275.0,3992202580.0,Nashville,Nashville,yes,5.0,119665713.0
28,19324,TriStar Centennial Medical Center,440161.0,37203.0,1,HCA Healthcare,General Medical and Surgical,3739045503.0,358008137.0,187236663.0,717694938.0,145953080.0,695889744.0,11911439.0,157864519.0,545244800.0,70013253.0,624536943.0,657.0,32388.0,173494.0,32792.0,214717.0,0.1866808074054434,0.15272195494534666,2016,for_profit,13030.0,15359.0,14.62,2346734063.0,1377186943.0,2361858561.0,Nashville,Nashville,yes,5.0,11550459.0
29,19334,TriStar Skyline Medical Center,440006.0,37207.0,1,HCA,General Medical and Surgical,1648651760.0,118294275.0,136463900.0,245402145.0,160408175.0,233584110.0,19235903.0,179644078.0,254758175.0,23645378.0,213402986.0,233.0,7061.0,67020.0,26983.0,113694.0,0.10535660996717398,0.23733002621070592,2016,for_profit,13256.0,13771.0,11.61,1010702968.0,637948792.0,1010702968.0,Nashville,Nashville,yes,5.0,9171510.0
30,19344,TriStar Summit Medical Center,1982650024.0,37076.0,1,"HCA, Inc.",General Medical and Surgical,1229514999.0,56153340.0,89162117.0,230597364.0,86844768.0,205806168.0,4641361.0,91486129.0,145315457.0,14993020.0,185732559.0,200.0,5411.0,48493.0,19930.0,119192.0,0.1115831150887757,0.16720920867172293,2016,for_profit,8699.0,9213.0,11.09,614775732.0,609180487.0,620334514.0,Hermitage,Nashville,yes,5.0,4834271.0
31,19354,Saint Thomas Hospital for Specialty Surgery,440218.0,37203.0,1,Saint Thomas Health,General Medical and Surgical,154374058.0,3050261.0,4662098.0,63674477.0,899261.0,63457863.0,15682.0,914943.0,7712359.0,1789002.0,32194747.0,23.0,77.0,2368.0,139.0,2505.0,0.03251689189189189,0.055489021956087826,2016,for_profit,,,,0.0,0.0,0.0,Nashville,Nashville,yes,5.0,116231.0
32,19404,Middle Tennessee Mental Health Institute,444014.0,37214.0,0,,Psychiatric,46009588.0,1194566.0,0.0,48013748.0,0.0,8240903.0,35731106.0,35731106.0,1194566.0,475963.0,48808519.0,207.0,7445.0,63585.0,0.0,0.0,0.11708736337186443,,2016,public,,,,46009588.0,0.0,46009588.0,Nashville,,no,,0.0
33,19754,Curahealth Nashville,442006.0,37218.0,1,Curahealth,Long Term Acute Care,69211755.0,6119219.0,,14813788.0,331075.0,14798726.0,0.0,331075.0,,1525706.0,13559992.0,60.0,1089.0,11061.0,0.0,0.0,0.0984540276647681,,2016,for_profit,,,,69211755.0,0.0,69211755.0,Nashville,Garland,no,,0.0
34,19764,Vanderbilt Stallworth Rehabilitation Hospital,443028.0,37212.0,1,Healthsouth,Rehabilitation,39951706.0,2239260.0,,21657562.0,437116.0,21216071.0,4970.0,442086.0,,608746.0,21870924.0,80.0,1254.0,18809.0,0.0,0.0,0.06667021106916901,,2016,for_profit,,,,39951706.0,0.0,39951706.0,Nashville,Birmingham,no,,0.0
35,19784,Select Specialty Hospital - Nashville,442011.0,37203.0,1,Select Medical Corporation,Long Term Acute Care,112589155.0,11289828.0,0.0,37194401.0,977373.0,37051422.0,0.0,977373.0,11289828.0,3414447.0,34627213.0,70.0,2677.0,22050.0,0.0,0.0,0.12140589569160998,,2016,for_profit,0.0,0.0,0.0,112589153.0,0.0,112589153.0,Nashville,Mechanicsburg,no,,0.0
36,20205,Decatur County General Hosptial,440070.0,38363.0,0,,General Medical and Surgical,27951206.0,946013.0,4518910.0,8262735.0,287876.0,6808055.0,50558.0,338434.0,5464923.0,581115.0,8415866.0,40.0,113.0,1636.0,3414.0,25398.0,0.06907090464547677,0.13442003307347036,2016,public,,,,0.0,0.0,0.0,Parsons,,yes,5.0,89436.0
37,22204,TriStar Horizon Medical Center,440046.0,37055.0,1,HCA,General Medical and Surgical,542829282.0,26720859.0,99250097.0,87027161.0,56099705.0,84087878.0,4441102.0,60540807.0,125970956.0,14406138.0,85019490.0,157.0,2777.0,20628.0,17558.0,58942.0,0.134622842738026,0.29788605748023483,2016,for_profit,8124.0,8556.0,13.12,199920648.0,341084698.0,201744583.0,Dickson,Nashville,yes,5.0,4795485.0
38,23215,West Tennessee Healthcare - Dyersburg Regional,440072.0,38024.0,1,"Community Health Systems, Inc",General Medical and Surgical,634447098.0,36173473.0,127334570.0,78003741.0,12563498.0,73139899.0,488004.0,13051502.0,163508043.0,15483911.0,72941299.0,225.0,2459.0,12082.0,17194.0,55384.0,0.20352590630690284,0.3104506716741297,2016,for_profit,3975.0,4047.0,0.08,208276771.0,423325426.0,211121672.0,Dyersburg,Franklin,yes,5.0,3619834.0
39,26204,Southern Tennessee Regional Health System - Sewanee,440058.0,37375.0,1,LifePoint Hospitals,General Medical and Surgical,39137203.0,608103.0,7221252.0,8304731.0,986841.0,8304731.0,38268.0,1025109.0,7829355.0,781238.0,7652338.0,21.0,82.0,1213.0,3152.0,13784.0,0.06760098928276999,0.228670922809054,2016,for_profit,0.0,0.0,0.0,8034403.0,31102800.0,8034403.0,Sewanee,Brentwood,yes,5.0,588763.0
40,26224,Southern Tennessee Regional Health System- Winchester,440058.0,37398.0,1,Lifepoint Hospitals,General Medical and Surgical,339394531.0,17004663.0,43069385.0,75842256.0,6869948.0,75303559.0,266385.0,7136333.0,60074048.0,8027592.0,53268693.0,131.0,1756.0,15461.0,13528.0,62823.0,0.11357609468986482,0.21533514795536665,2016,for_profit,3906.0,3906.0,0.15,126260649.0,211818951.0,127575580.0,Winchester,Brentwood,yes,5.0,1888597.0
41,27205,Milan General Hospital,440060.0,38358.0,1,West Tennessee Healthcare,General Medical and Surgical,41071211.0,665654.0,6980538.0,11919472.0,1840845.0,10678832.0,628278.0,2469123.0,7646192.0,1410620.0,9509013.0,70.0,156.0,2187.0,4003.0,14015.0,0.07133058984910837,0.2856225472707813,2016,public,395.0,730.0,0.24,8854981.0,32216230.0,8854981.0,Milan,Jackson,yes,5.0,0.0
42,28214,Southern Tennessee Regional Health System Pulaski,440020.0,38478.0,0,,General Medical and Surgical,145483153.0,5789290.0,23756712.0,38152656.0,6771993.0,36262795.0,1876898.0,8648891.0,29546002.0,2984837.0,36309194.0,95.0,696.0,7328.0,8752.0,30950.0,0.09497816593886463,0.28277867528271405,2016,for_profit,2410.0,2410.0,15.32,50445701.0,94540569.0,50942585.0,Pulaski,,yes,5.0,2735830.0
43,30221,"Laughlin Memorial Hospital, Inc.",440025.0,37745.0,0,,General Medical and Surgical,172440097.0,5511139.0,14660793.0,58138492.0,1963477.0,54781574.0,3723199.0,5686676.0,20171932.0,8381104.0,62439947.0,140.0,1664.0,12826.0,13382.0,74970.0,0.12973647278964603,0.1784980658930239,2016,non_profit,663.0,773.0,0.34,55579828.0,116174553.0,56265543.0,Greeneville,,yes,5.0,3255887.0
44,30231,Takoma Regional Hospital,440050.0,37743.0,1,Adventist Health System,General Medical and Surgical,232404007.0,8527182.0,33539518.0,64224422.0,2859236.0,60352944.0,9359867.0,12219103.0,42066700.0,9540465.0,64899978.0,100.0,1262.0,9388.0,18957.0,78034.0,0.1344269279931828,0.24293256785503756,2016,non_profit,3133.0,3133.0,23.32,46765931.0,185294261.0,47109741.0,Greeneville,Altamont Springs,yes,5.0,3565973.0
45,32242,Morristown - Hamblen Healthcare System,440030.0,37816.0,1,Covenant Health,General Medical and Surgical,292562066.0,15841460.0,32385850.0,84531835.0,6949337.0,77484927.0,2608314.0,9557651.0,48227310.0,10668820.0,79913921.0,167.0,3352.0,23931.0,23329.0,104608.0,0.14006936609418746,0.22301353624961762,2016,non_profit,6124.0,6124.0,24.7,113896058.0,177097411.0,115464655.0,Morristown,Knoxville,yes,5.0,5430707.0
46,32252,Lakeway Regional Hospital,440067.0,37814.0,1,Community Health Systems,General Medical and Surgical,330776897.0,10860086.0,51872107.0,79262420.0,4857306.0,76289023.0,201143.0,5058449.0,62732193.0,5254351.0,46121620.0,135.0,578.0,8054.0,0.0,31304.0,0.07176558231934442,0.0,2016,for_profit,1791.0,1791.0,0.1,115349714.0,215427183.0,115349714.0,Morristown,Franklin,yes,4.0,3776883.0
47,33203,Erlanger Medical Center,440104.0,37403.0,1,Chattanooga-Hamilton Co Hospital Authority DBA EHS,General Medical and Surgical,2230436161.0,327314508.0,186583181.0,709606292.0,71226684.0,646114787.0,116847956.0,188074640.0,513897689.0,127813972.0,690610657.0,688.0,43808.0,157113.0,195609.0,589342.0,0.2788311597385321,0.3319108429400925,2016,public,22675.0,25288.0,0.3,1340237966.0,886407553.0,1344028608.0,Chattanooga,Chattanooga,yes,5.0,46862948.48
48,33213,Erlanger North Hospital,440104.0,37403.0,1,CHATTANOOGA-HAMILTON CO HOSPITAL AUTHORITY DBA EHS,General Medical and Surgical,46151771.0,2989662.0,7061244.0,9812851.0,4543478.0,9536422.0,365429.0,4908907.0,10050906.0,1126472.0,9533062.0,57.0,1163.0,6635.0,6222.0,22420.0,0.17528259231348908,0.2775200713648528,2016,public,2747.0,2931.0,0.3,13465016.0,62686755.0,13465016.0,Chattanooga,CHATTANOOGA,yes,5.0,0.0
49,33233,Erlanger East Hospital,440104.0,37421.0,1,Chattanooga-Hamilton Co Hospital Authority DBA EHS,General Medical and Surgical,224180678.0,13377922.0,21994107.0,53160503.0,6365889.0,52941781.0,440119.0,6806008.0,35372029.0,7363534.0,47505001.0,43.0,2951.0,9169.0,10452.0,59593.0,0.32184534845675644,0.17538972698135688,2016,public,4527.0,4838.0,0.3,44174614.0,175898524.0,48282154.0,Chattanooga,Chattanooga,yes,5.0,226801.0
50,33323,Memorial Healthcare System,440091.0,37404.0,1,Catholic Health Initiatives,General Medical and Surgical,1827958885.0,32085754.0,34106915.0,472458095.0,24429382.0,443678976.0,35285606.0,59714988.0,66192669.0,8573088.0,461141602.0,336.0,5045.0,95635.0,11057.0,267662.0,0.052752653317300155,0.0413095620596125,2016,non_profit,,,,918768534.0,909190351.0,918768534.0,Chattanooga,Denver,yes,5.0,7596162.0
51,33383,"Parkridge Medical Center, Inc.",440156.0,37404.0,1,"HCA Holdings, Inc",General Medical and Surgical,1060664785.0,57390293.0,54596192.0,199988144.0,56979984.0,183903506.0,6533850.0,63513834.0,111986485.0,13137043.0,172807139.0,275.0,4010.0,40789.0,13543.0,68483.0,0.09831081909338302,0.1977571076033468,2016,for_profit,7646.0,7973.0,14.2,615165085.0,445499700.0,615165085.0,Chattanooga,Nashville,yes,5.0,8073940.0
52,33393,Parkridge East Hospital,440156.0,37412.0,1,"HCA Holdings, Inc",General Medical and Surgical,455119304.0,71293338.0,62919367.0,84763052.0,63819751.0,77725578.0,3090910.0,66910661.0,134212705.0,20540050.0,71874487.0,128.0,9366.0,21839.0,20537.0,63134.0,0.42886579055817575,0.32529223556245446,2016,for_profit,12503.0,12878.0,14.2,201392343.0,245888216.0,209231090.0,Chattanooga,Nashville,yes,5.0,2909032.0
53,33423,Moccasin Bend Mental Health Institute,444002.0,37405.0,1,TN Dept of Mental Health and SAS,Psychiatric,36560868.0,2005211.0,0.0,35946610.0,0.0,8932547.0,24276706.0,24276706.0,2005211.0,928036.0,36051648.0,150.0,34786.0,47530.0,0.0,0.0,0.731874605512308,,2016,public,,,,36560868.0,0.0,36560868.0,Chattanooga,Nashville,no,,0.0
54,33433,Parkridge Valley Child and Adolecents Hospital,440156.0,37421.0,1,"HCA Holdings, Inc",Psychiatric,67972788.0,47493144.0,497265.0,22725024.0,713129.0,18000976.0,23102.0,736231.0,47990409.0,11841343.0,19308540.0,108.0,26056.0,30801.0,511.0,676.0,0.8459465601766176,0.7559171597633136,2016,for_profit,24.0,27.0,14.2,67255335.0,717454.0,67255335.0,Chattanooga,Nashville,no,,
55,33453,Parkridge Valley Adult and Senior Services,440156.0,37421.0,1,"HCA Holdings, Inc",Psychiatric,75068037.0,15146611.0,1621128.0,20576424.0,2794793.0,18739293.0,126548.0,2921341.0,16767739.0,2446931.0,15714592.0,64.0,3143.0,12705.0,1317.0,7883.0,0.24738292011019283,0.1670683749841431,2016,for_profit,78.0,95.0,14.2,64044779.0,11023257.0,64044779.0,Chattanooga,Nashville,no,,
56,33753,Siskin Hospital for Physical Rehabilitation,443025.0,37403.0,0,,Rehabilitation,34777939.0,755706.0,222029.0,29686474.0,329657.0,28423211.0,278066.0,607723.0,977735.0,347609.0,32994841.0,80.0,654.0,21950.0,1040.0,29713.0,0.02979498861047836,0.03500151448860768,2016,non_profit,0.0,0.0,0.0,28239406.0,6384786.0,28239406.0,Chattanooga,,no,,0.0
57,33763,HealthSouth Chattanooga Rehabilitation Hospital,44162.0,37404.0,0,,Rehabilitation,28141742.0,369348.0,,19031056.0,160341.0,19005359.0,226053.0,386394.0,,94440.0,12397863.0,69.0,201.0,14270.0,0.0,0.0,0.014085494043447793,,2016,for_profit,8.0,8.0,0.54,28141742.0,0.0,28141742.0,Chattanooga,,no,,0.0
58,33773,Kindred Hospital - Chattanooga,442007.0,37402.0,1,Kindred Healthcare,Long Term Acute Care,57651650.0,10690482.0,,15371977.0,995376.0,15339429.0,223600.0,1218976.0,,3034997.0,16436308.0,49.0,1187.0,9647.0,0.0,0.0,0.1230434331916658,,2016,for_profit,,,,57651650.0,0.0,57651650.0,Chattanooga,Louisville,no,,0.0
59,34201,Hancock County Hospital,441313.0,37869.0,1,Wellmont Health System,Other,19260808.0,571854.0,5146692.0,7181745.0,1061924.0,5446270.0,1211000.0,2272924.0,5718546.0,1581499.0,5723668.0,10.0,85.0,694.0,1121.0,4581.0,0.12247838616714697,0.24470639598340974,2016,non_profit,,,,1951567.0,17309241.0,1951567.0,Sneedville,Kingsport,yes,5.0,1821680.0
60,35215,Bolivar General Hospital,440181.0,38008.0,1,West Tennessee Healthcare,General Medical and Surgical,29647729.0,295587.0,7400794.0,721142.0,1930368.0,-414330.0,746870.0,2677238.0,7696381.0,1292046.0,7010843.0,51.0,76.0,994.0,5044.0,15786.0,0.07645875251509054,0.3195236285316103,2016,public,527.0,977.0,0.25,3190186.0,26457543.0,3190186.0,Bolivar,Jackson,yes,5.0,31106.0
61,35405,Western Mental Health Institute,444008.0,38008.0,0,,Psychiatric,40506976.0,520825.0,,32889866.0,0.0,5538787.0,33645332.0,33645332.0,,223715.0,35072020.0,187.0,13930.0,50104.0,0.0,0.0,0.278021714833147,,2016,public,,,,0.0,0.0,0.0,Bolivar,,no,,0.0
62,36205,Hardin Medical Center,440109.0,38372.0,0,,General Medical and Surgical,120841284.0,4517390.0,19935192.0,34020800.0,4246163.0,31659628.0,1309155.0,5555318.0,24452582.0,5290273.0,29447370.0,58.0,1029.0,4342.0,11692.0,54065.0,0.23698756333486873,0.21625820771293813,2016,public,3145.0,3145.0,0.0,20439997.0,98527945.0,22313339.0,Savannah,,yes,5.0,438699.0
